2025-02-05 09:36:22.516 | INFO     | utils.utils_logger:<module>:43 - Logging to file: logs\project_log.log
2025-02-05 09:36:22.518 | INFO     | __main__:main:125 - Starting Producer to run continuously.
2025-02-05 09:36:22.518 | INFO     | __main__:main:126 - Things can fail or get interrupted, so use a try block.
2025-02-05 09:36:22.518 | INFO     | __main__:main:127 - Moved .env variables into a utils config module.
2025-02-05 09:36:22.518 | INFO     | __main__:main:129 - STEP 1. Read required environment variables.
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_message_interval_seconds_as_int:65 - MESSAGE_INTERVAL_SECONDS: 5
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_kafka_topic:58 - BUZZ_TOPIC: buzzline_db
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: localhost:9092
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_base_data_path:80 - BASE_DATA_DIR: C:\Users\edaci\Documents\buzzline-05-case\data
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_live_data_path:89 - LIVE_DATA_PATH: C:\Users\edaci\Documents\buzzline-05-case\data\project_live.json
2025-02-05 09:36:22.518 | INFO     | __main__:main:140 - STEP 2. Delete the live data file if exists to start fresh.
2025-02-05 09:36:22.518 | INFO     | __main__:main:147 - STEP 3. Build the path folders to the live data file if needed.
2025-02-05 09:36:22.518 | INFO     | __main__:main:153 - STEP 4. Try to create a Kafka producer and topic.
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_zookeeper_address:44 - ZOOKEEPER_ADDRESS: localhost:2181
2025-02-05 09:36:22.518 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:47 - Zookeeper is ready at localhost:2181.
2025-02-05 09:36:22.518 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: localhost:9092
2025-02-05 09:36:22.854 | INFO     | utils.utils_producer:check_kafka_service_is_ready:66 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'GnMQnCxZTFS4z2-E4_8M7A', 'controller_id': 1001}
2025-02-05 09:36:22.968 | INFO     | __main__:main:162 - Kafka producer connected to localhost:9092
2025-02-05 09:36:22.968 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: localhost:9092
2025-02-05 09:36:23.301 | INFO     | utils.utils_producer:create_kafka_topic:154 - Creating 'buzzline_db'.
2025-02-05 09:36:23.456 | INFO     | utils.utils_producer:create_kafka_topic:159 - Topic 'buzzline_db' created successfully.
2025-02-05 09:36:23.457 | INFO     | __main__:main:170 - Kafka topic 'buzzline_db' is ready.
2025-02-05 09:36:23.457 | INFO     | __main__:main:175 - STEP 5. Generate messages continuously.
2025-02-05 09:36:23.457 | INFO     | __main__:main:178 - {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-05 09:36:23', 'category': 'humor', 'sentiment': 0.42, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-02-05 09:36:23.458 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-05 09:36:23', 'category': 'humor', 'sentiment': 0.42, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-02-05 09:36:23.533 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline_db': {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-05 09:36:23', 'category': 'humor', 'sentiment': 0.42, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-02-05 09:36:28.534 | INFO     | __main__:main:178 - {'message': 'I just tried an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-05 09:36:28', 'category': 'other', 'sentiment': 0.58, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-05 09:36:28.536 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just tried an app! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-05 09:36:28', 'category': 'other', 'sentiment': 0.58, 'keyword_mentioned': 'other', 'message_length': 34}
